X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,FRENCH_NAME,ENGLISH_NAME_ALT,FRENCH_NAME_ALT,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-79.4482058084538,43.6960002895638,127909768,3778,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,1761 Eglinton Avenue West,,,Toronto,M6E2H7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755922
-79.4798282258168,43.7780823024643,127909769,3782,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,1111 Flint Road,,,Toronto,M3J3C7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755923
-79.8726242852205,44.1534646491278,127909770,3787,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,106 Victoria Street West,,,New Tecumseth,L9R1Y7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755924
-79.5160362347333,43.7484055955828,127909771,3788,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,2780 Jane Street,,,Toronto,M3N2J2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755925
-79.45636894363,44.0605683527709,127909772,3792,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,531 Davis Drive,,,Newmarket,L3Y6P5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755926
-79.5675786839555,44.1127900565841,127909773,3799,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,100 Holland Court,,,Bradford West Gwillimbury,L3Z1R8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755927
-79.4342916375797,44.071827255761,127909774,3802,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,17730 Leslie Street,,,Newmarket,L3Y3E4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755928
-79.5755599569151,43.784289999075,127909775,3807,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,4600 Highway 7,Unit 7,,Vaughan,L4L4Y7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755929
-79.4460112166289,43.7961688072043,127909776,3809,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,7131 Bathurst Street,,,Vaughan,L4J7Z1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755930
-79.4288290043132,43.7190975945136,127909777,3822,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,491 Lawrence Avenue West,,,Toronto,M5M1C7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755931
-79.3326131727854,43.7098213973539,127909778,3830,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,10 Gateway Boulevard,,,Toronto,M3C3A1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755932
-79.488360326478,43.7548735980061,127909779,3868,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,3695 Keele Street,,,Toronto,M3J1N2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755933
-79.3697563900469,43.771001106351,127909780,3883,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,1104 Sheppard Avenue East,,,Toronto,M2K2V9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755934
-79.3079119778518,43.8563776241565,127909781,3884,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,10 Unionville Gate,,,Markham,L3R0W7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755935
-79.4454681544499,44.218281280587,127909782,3889,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,23546 Woodbine Avenue,,,Georgina,L4P0E2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755936
-79.5223082444479,43.8350035104245,127909783,3917,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Alpha Laboratories Incorporated,,,,2630 Rutherford Road,,,Vaughan,L4K2N9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755937
-79.5504215507386,43.8049560038622,127909784,3928,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,8333 Weston Road,Suite 1B,,Vaughan,L4L8E2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755938
-79.2693403698185,43.904825634409,127909785,3935,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,1210 Castlemore Avenue,,,Markham,L6E0H7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755939
-79.6267824734744,43.78678109711,127909786,3939,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,8300 York Regional Road 27,,,Vaughan,L4H0R9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755940
-79.4887557238463,43.7237803925442,127909787,4024,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,Humber River Hospital - Wilson Site,,,,1235 Wilson Avenue,,,Toronto,M3M0B2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755941
-79.3625071875978,43.769488106423,127909788,4047,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,North York General Hospital,,,,4001 Leslie Street,,,Toronto,M2K1E1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755942
-79.4526421424421,44.0606239529556,127909789,4061,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Southlake Regional Health Centre,,,,596 Davis Drive,,,Newmarket,L3Y2P9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755943
-79.4481361152012,43.7724535029575,127909790,4082,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,North York General Hospital  - Branson Site,,,,555 Finch Avenue West,,,Toronto,M2R1N5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755944
-79.8751000862015,44.1555259493651,127909791,4131,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Stevenson Memorial Hospital,,,,200 Fletcher Crescent,,,New Tecumseth,L9R1W7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755945
-79.4508084247775,43.8704455199529,127909792,4231,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Mackenzie Health,,,,10 Trench Street,,,Richmond Hill,L4C4Z3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755946
-79.2316743558885,43.8836790324661,127909793,4257,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,Markham Stouffville Hospital,,,,381 Church Street,Postal Office Box 1800,,Markham,L3P7P3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755947
-79.4481361152012,43.7724535029575,127909794,4264,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,Shared Hospital Laboratory Inc.,,,,555 Finch Avenue West,,,Toronto,M2R1N5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755948
-79.3771169822072,43.6554912857556,127909795,4287,Laboratory - Hospital,Hospital Laboratory - Satellite-Ltd. Testing Lab,"Reactivation Care Centre - Humber River Hospital, Church Site",,,,200 Church Street,,,Toronto,M9N1N8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755949
-79.5259321384546,43.7547591962325,127909796,4288,Laboratory - Hospital,Hospital Laboratory - Satellite-Ltd. Testing Lab,"Reactivation Care Centre - Humber River Hospital, Finch Site",,,,2111 Finch Avenue West,,,Toronto,M3N1N1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755950
-79.3464676802849,43.7447025028266,127909797,5254,Laboratory - Community Private,Community (Private) Laboratory - Broad Scope * Spl. Lab,Alpha Laboratories Incorporated,,,,1262 Don Mills Road,,,Toronto,M3B2W7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755951
-79.3371302756231,43.7256582999218,127909798,5800,Laboratory - Community Private,Community (Private) Laboratory - Satellite-Ltd. Testing Lab,In-Common Laboratories,,,,57 Gervais Drive,,,Toronto,M3C1Z2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755952
-79.7539305054534,43.6912339744377,127910005,3250,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,In-Common Laboratories,,,,145 Queen Street,,,Brampton,L6W3P8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755953
-79.7394398176678,43.8788358078601,127910006,3254,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,In-Common Laboratories,,,,33 King Street West,,,Caledon,L0P1A0,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755954
-79.7367100041733,43.7382866834752,127910007,3256,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,In-Common Laboratories,,,,9780 Bramalea Road,5th Floor,,Brampton,L6T3S1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755955
-80.1011978367554,43.9208798979763,127910008,3296,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,In-Common Laboratories,,,,15 Elizabeth Street,,,Orangeville,L9W3X3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755956
-79.717595496687,43.7226425816386,127910009,3311,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,18 Kensington Road,,,Brampton,L6T4S5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755957
-79.7682892103393,43.6947633743803,127910010,3440,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,36 Vodden Street East,,,Brampton,L6V4H4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755958
-79.5878667513678,43.6777932798632,127910011,3458,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,37 Voyager Court North,,,Toronto,M9W4Y2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755959
-80.0875026323927,43.9208464986254,127910012,3466,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,In-Common Laboratories,,,,40 Broadway Avenue,,,Orangeville,L9W1J7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755960
-79.5854962561509,43.7401460908919,127910013,3628,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,1525 Albion Road,,,Toronto,M9V5G5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755961
-79.5570730429387,43.6934111840377,127910014,3629,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,1735 Kipling Avenue,,,Toronto,M9R2Y8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755962
-79.599188859745,43.731479488735,127910015,3647,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,100 Humber College Boulevard,,,Toronto,M9V5G4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755963
-79.7161385994938,43.7592332881022,127910016,3661,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,10 Cottrelle Boulevard,,,Brampton,L6S0E2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755964
-79.8169362225752,43.6584179657322,127910017,3676,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,9525 Mississauga Road,,,Brampton,L6X0Z8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755965
-79.7532771053679,43.6926067747086,127910018,3677,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,164 Queen Street East,,,Brampton,L6V1B4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755966
-79.7097504068361,43.8637188066283,127910019,3678,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,170 McEwan Drive East,,,Caledon,L7E4C8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755967
-79.7367100041733,43.7382866834752,127910020,3706,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,9780 Bramalea Road,,,Brampton,L6S2P1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755968
-79.8049406207357,43.6805606701718,127910021,3716,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,100 Pertosa Drive,,,Brampton,L6X4W7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755969
-79.7120732954127,43.7280688828467,127910022,3717,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,40 Finchgate Boulevard,Basement,,Brampton,L6T3J1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755970
-80.7223363383676,42.8630776826399,127910023,3720,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,86 Brock Street East,,,Tillsonburg,N4G1Z9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755971
-79.7876011191608,43.7246667787005,127910024,3721,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,10425 Kennedy Road North,Suite 105,,Brampton,L6Z0A4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755972
-79.7668854881458,43.4494052313731,127910025,3761,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,3075 Hospital Gate,,,Oakville,L6M1M1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755973
-79.7723710099353,43.6756799708491,127910026,3927,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Med-Health Laboratories Limited,,,,400 Queen Street West,Unit 102,,Brampton,L6X1B3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755974
-79.5997592598359,43.7304578885296,127910027,3937,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,115 Humber College Boulevard,,,Toronto,M9V1R8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755975
-80.0722430275038,43.9205089992962,127910028,4053,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Headwaters Health Care Centre - Headwaters Orangeville,,,,100 Rolling Hills Drive,,,Orangeville,L9W4X9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755976
-79.7430207069896,43.7472960847527,127910029,4111,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,William Osler Health System - Brampton Civic Hospital,,,,2100 Bovaird Drive East,,,Brampton,L6R3J7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755977
-79.6420499739329,43.7373869877613,127910030,4220,Laboratory - Hospital,Canadian Blood Services Laboratory - Canadian Blood Services,Canadian Blood Services,,,,100 Parkshore Drive,,,Brampton,L6T5M1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755978
-79.7510510044508,43.6902705744044,127910031,4283,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,William Osler Health System - Peel Memorial Centre for Integrated Health and Wellness,,,,20 Lynch Street,,,Brampton,L6W2Z8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755979
-79.6759954840992,43.7300883848932,127910032,5552,Laboratory - Community Private,"Community (Private) Laboratory - Broad Scope, Splty & Ref.Lab",Dynacare,,,,115 Midair Court,,,Brampton,L6T5M3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755980
-75.7236787442851,45.3908453485604,127910033,3005,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Bio-Test Laboratory Incorporated,,,,1081 Carling Avenue,Parkdale Medical Tower,,Ottawa,K1Y4G2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755981
-75.6250141124946,45.401708654567,127910034,3006,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Bio-Test Laboratory Incorporated,,,,1929 Russell Road,,,Ottawa,K1G3P2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755982
-74.7384242882039,45.034362127686,127910035,3139,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,30 Thirteenth Street East,,,Cornwall,K6H6V9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755983
-76.0318650424511,45.3454620277428,127910036,3229,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Bio-Test Laboratory Incorporated,,,,119 Langstaff Drive,,,Ottawa,K0A1L0,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755984
-76.1896776845576,45.2284081009846,127910037,3365,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,95 Spring Street,,,Mississippi Mills,K0A1A0,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755985
-75.6684229264926,45.3970293519433,127910038,3435,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,1919 Riverside Drive,,,Ottawa,K1H1A2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755986
-75.6932832363028,45.4155083540532,127910039,3436,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,267 O'Connor Street,,,Ottawa,K2P1V3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755987
-77.1102808415664,45.82401006136,127910040,3441,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,In-Common Laboratories,,,,157 Alfred Street,,,Pembroke,K8A2Z9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755988
-76.6841790688231,45.4698492206768,127910041,3446,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,72 Prince Avenue West,,,Renfrew,K7V4G1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755989
-77.2567014963894,45.8934693663428,127910042,3455,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,154 Civic Centre Road,,,Petawawa,K8H2E6,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755990
-75.3536522965481,45.0893697121955,127910043,3579,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,In-Common Laboratories,,,,550 Louise Street,,,Winchester,K0C2K0,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755991
-75.7252737447553,45.3901570483756,127910044,3640,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,1105 Carling Avenue,,,Ottawa,K1Y4G5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755992
-75.664617728395,45.434336358474,127910045,3648,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,150 Montreal Road,,,Ottawa,K1L8H2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755993
-75.3012445169973,45.5444992924581,127910046,3650,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,2741 Chamberland Street,,,Clarence-Rockland,K4K0B8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755994
-75.6464531154689,45.3528026453046,127910047,3651,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,2446 Bank Street,,,Ottawa,K1V1H4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755995
-75.6435603221257,45.4427699607992,127910048,3652,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,595 Montreal Road,,,Ottawa,K1K4L2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755996
-75.3536522965481,45.0893697121955,127910049,3653,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,550 Louise Street,,,Winchester,K0C2K0,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755997
-75.6719173265811,45.3843978496378,127910050,3654,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,1385 Bank Street,,,Ottawa,K1H8N4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755998
-75.8947171935625,45.3042405265255,127910051,3655,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,99 Kakulu Road,,,Ottawa,K2L3C8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,755999
-75.9162264965307,45.2554602172617,127910052,3656,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,1609 Stittsville Main Street,,,Ottawa,K2S1B8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,756000
-75.7552093536172,45.377695144984,127910053,3657,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,770 Broadview Avenue,,,Ottawa,K2A3Z3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,756001
-75.6733373188681,45.2874903329909,127910054,3658,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,3771 Spratt Road,,,Ottawa,K4M1B2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,756002
-74.6088143906702,45.5986601300589,127910055,3659,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,1062 Ghislain Street,,,Hawkesbury,K6A3B2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,756003
-75.7276163404057,45.3296787379356,127910056,3660,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,152 Cleopatra Drive,,,Ottawa,K2G5X4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,756004
-75.680392032556,45.4217263556576,127910057,3662,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,100 Marie Curie,,,Ottawa,K1N6N5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,756005
-75.6429687856034,45.0093302863773,127910058,3663,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,2671 Concession Road,,,Kemptville,K0G1J0,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,756006
-75.8060903685505,45.3550866389716,127910059,3664,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,3029 Carling Avenue,,,Ottawa,K2B8E8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,756007
-75.868044583183,45.2859368245215,127910060,3665,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,700 Eagleson Road,,,Ottawa,K2M2G9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,756008
-75.5194907837152,45.4754673715843,127910061,3667,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,Gabriel Street,Joseph,,Ottawa,K1C1S6,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,756009
-75.8060833684653,45.3541125388054,127910062,3723,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,3098 Carling Avenue,,,Ottawa,K2B7K2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,756010
-77.102117938629,45.8214101612926,127910063,3725,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,425 Cecelia Street,,,Pembroke,K8A1S7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,756011
-75.5885048047204,45.4529501648494,127910064,3752,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,5303 Canotek Road,Unit 18,,Ottawa,K1J9M2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,756012
-75.7675147552421,45.3488168395284,127910065,3810,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,1 Centrepointe Drive,,,Ottawa,K2G6E2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,756013
-76.1406857604621,45.1355478871536,127910066,3833,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,48 Lansdowne Avenue,,,Carleton Place,K7C3S9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,756014
-75.6967451372257,45.412858953455,127910067,3840,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,381 Kent Street,,,Ottawa,K2P2A8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,756015
-76.7021026759142,45.4830935221337,127910068,3841,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,100 Health Village Lane,Suite 102,,Renfrew,K7V1P5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,756016
